,ResponseId,block,block_num,repeat_index,qid,label,score,raw
67,R_11HtlQVZRVeNDLJ,b24,24,1,533,windmill,1,Not at all
68,R_11HtlQVZRVeNDLJ,b25,25,1,556,pole,3,Moderately
69,R_11HtlQVZRVeNDLJ,b26,26,1,562,arrow,3,Moderately
70,R_11HtlQVZRVeNDLJ,b26,26,2,571,letter P,4,A lot
71,R_11HtlQVZRVeNDLJ,b26,26,3,574,sailboat,3,Moderately
72,R_11HtlQVZRVeNDLJ,b30,30,1,672,prison bars,3,Moderately
73,R_11HtlQVZRVeNDLJ,b33,33,1,747,semicircle,2,A little
74,R_11HtlQVZRVeNDLJ,b34,34,1,760,camcorder,4,A lot
75,R_11HtlQVZRVeNDLJ,b38,38,1,864,owl,2,A little
76,R_11HtlQVZRVeNDLJ,b43,43,1,994,snake,4,A lot
77,R_11HtlQVZRVeNDLJ,b46,46,1,1068,Chinese Character,4,A lot
78,R_11HtlQVZRVeNDLJ,b46,46,2,1072,eight,1,Not at all
79,R_11HtlQVZRVeNDLJ,b46,46,3,1081,lamp,4,A lot
80,R_11HtlQVZRVeNDLJ,b46,46,4,1091,Prize Ribbon,2,A little
81,R_11HtlQVZRVeNDLJ,b48,48,1,1130,a tree,2,A little
82,R_11HtlQVZRVeNDLJ,b48,48,2,1140,letter E,1,Not at all
83,R_11HtlQVZRVeNDLJ,b49,49,1,1157,beach,1,Not at all
84,R_11HtlQVZRVeNDLJ,b49,49,2,1168,M triangle,5,Completely
85,R_11HtlQVZRVeNDLJ,b52,52,1,1237,toothbrush,2,A little
86,R_11HtlQVZRVeNDLJ,b53,53,1,1255,spade,1,Not at all
87,R_11HtlQVZRVeNDLJ,b55,55,1,1293,Tulip,3,Moderately
88,R_11HtlQVZRVeNDLJ,b58,58,1,1349,umbrella,5,Completely
89,R_11HtlQVZRVeNDLJ,b59,59,1,1366,tree,5,Completely
90,R_14kgHLKHcwVfCWo,b3,3,1,40,spectacles,2,A little
91,R_14kgHLKHcwVfCWo,b4,4,1,48,cherries,1,Not at all
92,R_14kgHLKHcwVfCWo,b4,4,2,55,hummer,1,Not at all
93,R_14kgHLKHcwVfCWo,b12,12,1,199,question mark,1,Not at all
94,R_14kgHLKHcwVfCWo,b13,13,1,214,Half circle,2,A little
95,R_14kgHLKHcwVfCWo,b16,16,1,275,cube,1,Not at all
96,R_14kgHLKHcwVfCWo,b16,16,2,295,Volcano,1,Not at all
97,R_14kgHLKHcwVfCWo,b17,17,1,304,flower,1,Not at all
98,R_14kgHLKHcwVfCWo,b17,17,2,305,funnel,1,Not at all
99,R_14kgHLKHcwVfCWo,b18,18,1,338,icecream cone,4,A lot
100,R_14kgHLKHcwVfCWo,b19,19,1,358,cat,1,Not at all
101,R_14kgHLKHcwVfCWo,b19,19,2,359,chess,1,Not at all
102,R_14kgHLKHcwVfCWo,b25,25,1,552,number 4,1,Not at all
103,R_14kgHLKHcwVfCWo,b26,26,1,575,triangle,1,Not at all
104,R_14kgHLKHcwVfCWo,b30,30,1,653,Boat,1,Not at all
105,R_14kgHLKHcwVfCWo,b30,30,2,665,goal post,2,A little
106,R_14kgHLKHcwVfCWo,b34,34,1,773,spade,1,Not at all
107,R_14kgHLKHcwVfCWo,b35,35,1,796,tree,1,Not at all
108,R_14kgHLKHcwVfCWo,b42,42,1,966,Small Rectangles,4,A lot
109,R_14kgHLKHcwVfCWo,b43,43,1,988,pendulum,1,Not at all
110,R_14kgHLKHcwVfCWo,b47,47,1,1112,key,1,Not at all
111,R_14kgHLKHcwVfCWo,b49,49,1,1169,mountain,1,Not at all
112,R_14kgHLKHcwVfCWo,b50,50,1,1188,person,3,Moderately
113,R_14kgHLKHcwVfCWo,b50,50,2,1191,stick figure,5,Completely
114,R_14kgHLKHcwVfCWo,b53,53,1,1242,bell,1,Not at all
115,R_14kgHLKHcwVfCWo,b54,54,1,1265,coat hook,1,Not at all
116,R_14kgHLKHcwVfCWo,b55,55,1,1293,Tulip,1,Not at all
117,R_14kgHLKHcwVfCWo,b57,57,1,1318,concave quadrilateral,3,Moderately
118,R_14kgHLKHcwVfCWo,b57,57,2,1329,Spring,1,Not at all
119,R_14kgHLKHcwVfCWo,b58,58,1,1343,letter G,1,Not at all
120,R_156rEAuPw0ObkNr,b3,3,1,28,doorway,1,Not at all
121,R_156rEAuPw0ObkNr,b4,4,1,62,two ds,1,Not at all
122,R_156rEAuPw0ObkNr,b5,5,1,82,two lungs,1,Not at all
123,R_156rEAuPw0ObkNr,b7,7,1,118,tree,4,A lot
124,R_156rEAuPw0ObkNr,b16,16,1,286,magnifying glass,2,A little
125,R_156rEAuPw0ObkNr,b16,16,2,292,Trapezoid,1,Not at all
126,R_156rEAuPw0ObkNr,b18,18,1,339,Incomplete heart,1,Not at all
127,R_156rEAuPw0ObkNr,b19,19,1,374,purse,1,Not at all
128,R_156rEAuPw0ObkNr,b19,19,2,382,teapot,1,Not at all
129,R_156rEAuPw0ObkNr,b21,21,1,436,lollipop stand,1,Not at all
130,R_156rEAuPw0ObkNr,b21,21,2,449,music note,1,Not at all
131,R_156rEAuPw0ObkNr,b22,22,1,451,Audio Symbol,4,A lot
132,R_156rEAuPw0ObkNr,b22,22,2,466,lowercase a,1,Not at all
133,R_156rEAuPw0ObkNr,b24,24,1,515,Horse,1,Not at all
134,R_156rEAuPw0ObkNr,b25,25,1,558,table,2,A little
135,R_156rEAuPw0ObkNr,b30,30,1,655,box,1,Not at all
136,R_156rEAuPw0ObkNr,b30,30,2,675,train car,1,Not at all
137,R_156rEAuPw0ObkNr,b31,31,1,698,umbrella,1,Not at all
138,R_156rEAuPw0ObkNr,b32,32,1,701,Champagne glass,5,Completely
139,R_156rEAuPw0ObkNr,b32,32,2,707,Glass,5,Completely
140,R_156rEAuPw0ObkNr,b35,35,1,786,face,2,A little
141,R_156rEAuPw0ObkNr,b35,35,2,787,film camera,3,Moderately
142,R_156rEAuPw0ObkNr,b41,41,1,936,key,2,A little
143,R_156rEAuPw0ObkNr,b43,43,1,997,spoon,1,Not at all
144,R_156rEAuPw0ObkNr,b44,44,1,1037,smoking pipe,3,Moderately
145,R_156rEAuPw0ObkNr,b48,48,1,1151,tee,5,Completely
146,R_156rEAuPw0ObkNr,b49,49,1,1173,scissors,1,Not at all
147,R_156rEAuPw0ObkNr,b50,50,1,1188,person,5,Completely
148,R_156rEAuPw0ObkNr,b57,57,1,1328,Small Peaks,1,Not at all
149,R_156rEAuPw0ObkNr,b59,59,1,1359,gymnastics apparatus,1,Not at all
150,R_15gIwWRYy92XqiB,b1,1,1,2,ladder,5,Completely
151,R_15gIwWRYy92XqiB,b7,7,1,115,stick figure,1,Not at all
152,R_15gIwWRYy92XqiB,b11,11,1,171,door key,1,Not at all
153,R_15gIwWRYy92XqiB,b17,17,1,298,Balloon,1,Not at all
154,R_15gIwWRYy92XqiB,b17,17,2,320,shield,1,Not at all
155,R_15gIwWRYy92XqiB,b19,19,1,360,circle,1,Not at all
156,R_15gIwWRYy92XqiB,b21,21,1,422,Bulb,1,Not at all
157,R_15gIwWRYy92XqiB,b21,21,2,429,house,1,Not at all
158,R_15gIwWRYy92XqiB,b21,21,3,443,coffee mug,1,Not at all
159,R_15gIwWRYy92XqiB,b23,23,1,496,staff,1,Not at all
160,R_15gIwWRYy92XqiB,b24,24,1,512,goal post,2,A little
161,R_15gIwWRYy92XqiB,b24,24,2,531,trident,1,Not at all
162,R_15gIwWRYy92XqiB,b26,26,1,562,arrow,1,Not at all
163,R_15gIwWRYy92XqiB,b30,30,1,657,c-clamp,1,Not at all
164,R_15gIwWRYy92XqiB,b35,35,1,780,bow tie,2,A little
165,R_15gIwWRYy92XqiB,b35,35,2,784,cone,1,Not at all
166,R_15gIwWRYy92XqiB,b37,37,1,851,Tree,2,A little
167,R_15gIwWRYy92XqiB,b38,38,1,859,fruit bowl,1,Not at all
168,R_15gIwWRYy92XqiB,b41,41,1,943,paper clip,1,Not at all
169,R_15gIwWRYy92XqiB,b41,41,2,944,paperclip holder,1,Not at all
170,R_15gIwWRYy92XqiB,b41,41,3,950,semi circle,1,Not at all
171,R_15gIwWRYy92XqiB,b42,42,1,960,hash sign,1,Not at all
172,R_15gIwWRYy92XqiB,b42,42,2,965,present,1,Not at all
173,R_15gIwWRYy92XqiB,b43,43,1,997,spoon,1,Not at all
174,R_15gIwWRYy92XqiB,b43,43,2,1006,zooming ball,1,Not at all
175,R_15gIwWRYy92XqiB,b46,46,1,1078,hourglass,1,Not at all
176,R_15gIwWRYy92XqiB,b46,46,2,1084,muffin,1,Not at all
177,R_15gIwWRYy92XqiB,b47,47,1,1121,scissors,1,Not at all
178,R_15gIwWRYy92XqiB,b49,49,1,1171,pendant lights,1,Not at all
179,R_15gIwWRYy92XqiB,b60,60,1,1373,envelope,1,Not at all
180,R_15x8SJt8vE97tVT,b4,4,1,50,eyeglasses,1,Not at all
181,R_15x8SJt8vE97tVT,b4,4,2,60,stingray,1,Not at all
182,R_15x8SJt8vE97tVT,b7,7,1,111,skewered chevron,2,A little
183,R_15x8SJt8vE97tVT,b9,9,1,132,ant,1,Not at all
184,R_15x8SJt8vE97tVT,b10,10,1,143,barcode,1,Not at all
185,R_15x8SJt8vE97tVT,b11,11,1,164,brush,1,Not at all
186,R_15x8SJt8vE97tVT,b11,11,2,178,rake,2,A little
187,R_15x8SJt8vE97tVT,b13,13,1,227,skeleton key,1,Not at all
188,R_15x8SJt8vE97tVT,b18,18,1,335,harp,1,Not at all
189,R_15x8SJt8vE97tVT,b18,18,2,340,keyhole,1,Not at all
190,R_15x8SJt8vE97tVT,b18,18,3,345,parabola,1,Not at all
191,R_15x8SJt8vE97tVT,b19,19,1,384,USB connector,1,Not at all
192,R_15x8SJt8vE97tVT,b21,21,1,432,person's torso,2,A little
193,R_15x8SJt8vE97tVT,b22,22,1,457,duck beak,1,Not at all
194,R_15x8SJt8vE97tVT,b23,23,1,492,magnifying glass,1,Not at all
195,R_15x8SJt8vE97tVT,b24,24,1,522,Pie symbol,1,Not at all
196,R_15x8SJt8vE97tVT,b30,30,1,652,bench,1,Not at all
197,R_15x8SJt8vE97tVT,b31,31,1,686,flower,1,Not at all
198,R_15x8SJt8vE97tVT,b32,32,1,704,coat hook,1,Not at all
199,R_15x8SJt8vE97tVT,b35,35,1,787,film camera,1,Not at all
200,R_15x8SJt8vE97tVT,b37,37,1,832,clover,2,A little
201,R_15x8SJt8vE97tVT,b37,37,2,843,Hammer,1,Not at all
202,R_15x8SJt8vE97tVT,b37,37,3,849,snow man,1,Not at all
203,R_15x8SJt8vE97tVT,b39,39,1,873,bucket,1,Not at all
204,R_15x8SJt8vE97tVT,b41,41,1,955,turtle,1,Not at all
205,R_15x8SJt8vE97tVT,b43,43,1,993,saxophone,1,Not at all
206,R_15x8SJt8vE97tVT,b46,46,1,1074,Grenade,1,Not at all
207,R_15x8SJt8vE97tVT,b49,49,1,1170,owl,1,Not at all
208,R_15x8SJt8vE97tVT,b53,53,1,1242,bell,1,Not at all
209,R_15x8SJt8vE97tVT,b57,57,1,1326,railroad crossing,1,Not at all
210,R_16gPt89Ir1DP44h,b6,6,1,94,goal post,1,Not at all
211,R_16gPt89Ir1DP44h,b10,10,1,154,Numeral Three,1,Not at all
212,R_16gPt89Ir1DP44h,b11,11,1,174,harmer,1,Not at all
213,R_16gPt89Ir1DP44h,b12,12,1,198,person,1,Not at all
214,R_16gPt89Ir1DP44h,b14,14,1,243,eyes,1,Not at all
215,R_16gPt89Ir1DP44h,b17,17,1,302,cone,3,Moderately
216,R_16gPt89Ir1DP44h,b19,19,1,361,coffee cup,1,Not at all
217,R_16gPt89Ir1DP44h,b19,19,2,363,dollar sign,1,Not at all
218,R_16gPt89Ir1DP44h,b19,19,3,376,scissors,1,Not at all
219,R_16gPt89Ir1DP44h,b22,22,1,457,duck beak,2,A little
220,R_16gPt89Ir1DP44h,b23,23,1,486,dollar sign,1,Not at all
221,R_16gPt89Ir1DP44h,b24,24,1,532,tuning fork,1,Not at all
222,R_16gPt89Ir1DP44h,b25,25,1,542,flagpole,1,Not at all
223,R_16gPt89Ir1DP44h,b33,33,1,736,keyhole,1,Not at all
224,R_16gPt89Ir1DP44h,b34,34,1,764,heart,1,Not at all
225,R_16gPt89Ir1DP44h,b35,35,1,779,bow,3,Moderately
226,R_16gPt89Ir1DP44h,b40,40,1,905,flagpole,1,Not at all
227,R_16gPt89Ir1DP44h,b41,41,1,950,semi circle,1,Not at all
228,R_16gPt89Ir1DP44h,b42,42,1,957,bookshelf,2,A little
229,R_16gPt89Ir1DP44h,b42,42,2,966,Small Rectangles,1,Not at all
230,R_16gPt89Ir1DP44h,b46,46,1,1075,handcuffs,1,Not at all
231,R_16gPt89Ir1DP44h,b46,46,2,1083,medal,2,A little
232,R_16gPt89Ir1DP44h,b51,51,1,1199,figure,1,Not at all
233,R_16gPt89Ir1DP44h,b51,51,2,1208,RADIO,2,A little
234,R_16gPt89Ir1DP44h,b51,51,3,1214,transistor radio,2,A little
235,R_16gPt89Ir1DP44h,b52,52,1,1220,Cross,1,Not at all
236,R_16gPt89Ir1DP44h,b53,53,1,1252,number 6,1,Not at all
237,R_16gPt89Ir1DP44h,b58,58,1,1339,anchor,2,A little
238,R_16gPt89Ir1DP44h,b59,59,1,1352,arrowhead,1,Not at all
239,R_16gPt89Ir1DP44h,b60,60,1,1378,television,1,Not at all
240,R_18ZmgJ176gJh0BL,b1,1,1,4,tower,2,A little
241,R_18ZmgJ176gJh0BL,b3,3,1,22,bra,2,A little
242,R_18ZmgJ176gJh0BL,b3,3,2,31,eye glasses,2,A little
243,R_18ZmgJ176gJh0BL,b9,9,1,138,stylized emblem,1,Not at all
244,R_18ZmgJ176gJh0BL,b10,10,1,155,pitchfork,4,A lot
245,R_18ZmgJ176gJh0BL,b13,13,1,208,chalice,1,Not at all
246,R_18ZmgJ176gJh0BL,b13,13,2,216,keyhole,2,A little
247,R_18ZmgJ176gJh0BL,b13,13,3,226,sign,2,A little
248,R_18ZmgJ176gJh0BL,b14,14,1,252,oval,2,A little
249,R_18ZmgJ176gJh0BL,b16,16,1,278,fish hook,1,Not at all
250,R_18ZmgJ176gJh0BL,b20,20,1,411,pulley,2,A little
251,R_18ZmgJ176gJh0BL,b25,25,1,547,letter F,1,Not at all
252,R_18ZmgJ176gJh0BL,b27,27,1,601,Square,1,Not at all
253,R_18ZmgJ176gJh0BL,b29,29,1,629,crane,1,Not at all
254,R_18ZmgJ176gJh0BL,b29,29,2,636,keyhole,2,A little
255,R_18ZmgJ176gJh0BL,b31,31,1,690,Rocket ship,1,Not at all
256,R_18ZmgJ176gJh0BL,b32,32,1,718,spatula,3,Moderately
257,R_18ZmgJ176gJh0BL,b34,34,1,756,bird,1,Not at all
258,R_18ZmgJ176gJh0BL,b35,35,1,781,cat face,2,A little
259,R_18ZmgJ176gJh0BL,b37,37,1,826,bow tie,1,Not at all
260,R_18ZmgJ176gJh0BL,b41,41,1,925,chair,1,Not at all
261,R_18ZmgJ176gJh0BL,b41,41,2,929,directional marker right,1,Not at all
262,R_18ZmgJ176gJh0BL,b41,41,3,953,staple gun,1,Not at all
263,R_18ZmgJ176gJh0BL,b44,44,1,1016,fan,1,Not at all
264,R_18ZmgJ176gJh0BL,b49,49,1,1156,arrow,2,A little
265,R_18ZmgJ176gJh0BL,b50,50,1,1190,Standing lamp,1,Not at all
266,R_18ZmgJ176gJh0BL,b52,52,1,1227,line,1,Not at all
267,R_18ZmgJ176gJh0BL,b56,56,1,1303,diagram,2,A little
268,R_18ZmgJ176gJh0BL,b56,56,2,1316,verified icon,1,Not at all
269,R_18ZmgJ176gJh0BL,b60,60,1,1372,diamond,1,Not at all
270,R_1ARv96cX9G1YCdg,b1,1,1,1,door knob,1,Not at all
271,R_1ARv96cX9G1YCdg,b3,3,1,31,eye glasses,1,Not at all
272,R_1ARv96cX9G1YCdg,b3,3,2,40,spectacles,2,A little
273,R_1ARv96cX9G1YCdg,b13,13,1,215,hammer,1,Not at all
274,R_1ARv96cX9G1YCdg,b18,18,1,340,keyhole,1,Not at all
275,R_1ARv96cX9G1YCdg,b20,20,1,392,Bun,1,Not at all
276,R_1ARv96cX9G1YCdg,b20,20,2,419,woman,2,A little
277,R_1ARv96cX9G1YCdg,b22,22,1,454,cone,1,Not at all
278,R_1ARv96cX9G1YCdg,b23,23,1,502,Yinyang Medallion,1,Not at all
279,R_1ARv96cX9G1YCdg,b24,24,1,513,gun barrel,1,Not at all
280,R_1ARv96cX9G1YCdg,b24,24,2,529,Straight line,1,Not at all
281,R_1ARv96cX9G1YCdg,b25,25,1,550,Lower H,1,Not at all
282,R_1ARv96cX9G1YCdg,b29,29,1,636,keyhole,1,Not at all
283,R_1ARv96cX9G1YCdg,b30,30,1,657,c-clamp,1,Not at all
284,R_1ARv96cX9G1YCdg,b30,30,2,673,shovel,2,A little
285,R_1ARv96cX9G1YCdg,b30,30,3,674,train,1,Not at all
286,R_1ARv96cX9G1YCdg,b31,31,1,690,Rocket ship,1,Not at all
287,R_1ARv96cX9G1YCdg,b33,33,1,731,dustpan,3,Moderately
288,R_1ARv96cX9G1YCdg,b33,33,2,734,hanging lamp,3,Moderately
289,R_1ARv96cX9G1YCdg,b33,33,3,748,shovel,2,A little
290,R_1ARv96cX9G1YCdg,b35,35,1,785,eyes nose,1,Not at all
291,R_1ARv96cX9G1YCdg,b40,40,1,920,sideways lock,1,Not at all
292,R_1ARv96cX9G1YCdg,b41,41,1,928,cup,4,A lot
293,R_1ARv96cX9G1YCdg,b41,41,2,940,Mailbox,2,A little
294,R_1ARv96cX9G1YCdg,b43,43,1,1002,unicycle,1,Not at all
295,R_1ARv96cX9G1YCdg,b46,46,1,1090,port,1,Not at all
296,R_1ARv96cX9G1YCdg,b52,52,1,1234,star,1,Not at all
297,R_1ARv96cX9G1YCdg,b53,53,1,1257,tulip,1,Not at all
298,R_1ARv96cX9G1YCdg,b55,55,1,1279,anchor,1,Not at all
299,R_1ARv96cX9G1YCdg,b59,59,1,1352,arrowhead,2,A little
300,R_1CBp7pKpirPpQa8,b3,3,1,20,bd,5,Completely
301,R_1CBp7pKpirPpQa8,b4,4,1,58,pulley,1,Not at all
302,R_1CBp7pKpirPpQa8,b5,5,1,77,minor note,2,A little
303,R_1CBp7pKpirPpQa8,b6,6,1,92,controller,2,A little
304,R_1CBp7pKpirPpQa8,b13,13,1,213,goblet,5,Completely
305,R_1CBp7pKpirPpQa8,b15,15,1,269,plant pot,2,A little
306,R_1CBp7pKpirPpQa8,b19,19,1,385,USD symbol,2,A little
307,R_1CBp7pKpirPpQa8,b20,20,1,399,hill,1,Not at all
308,R_1CBp7pKpirPpQa8,b20,20,2,414,snowman,4,A lot
309,R_1CBp7pKpirPpQa8,b21,21,1,424,circles,1,Not at all
310,R_1CBp7pKpirPpQa8,b24,24,1,510,crutch,2,A little
311,R_1CBp7pKpirPpQa8,b27,27,1,579,belt buckle,3,Moderately
312,R_1CBp7pKpirPpQa8,b29,29,1,622,basket,3,Moderately
313,R_1CBp7pKpirPpQa8,b33,33,1,729,church steeple,3,Moderately
314,R_1CBp7pKpirPpQa8,b35,35,1,791,nose/eyes,2,A little
315,R_1CBp7pKpirPpQa8,b36,36,1,804,fork,3,Moderately
316,R_1CBp7pKpirPpQa8,b37,37,1,837,eyeglasses,1,Not at all
317,R_1CBp7pKpirPpQa8,b39,39,1,890,scissors,2,A little
318,R_1CBp7pKpirPpQa8,b42,42,1,960,hash sign,1,Not at all
319,R_1CBp7pKpirPpQa8,b45,45,1,1057,lottery ball,1,Not at all
320,R_1CBp7pKpirPpQa8,b46,46,1,1086,mustache,1,Not at all
321,R_1CBp7pKpirPpQa8,b46,46,2,1089,pop-up toaster,1,Not at all
322,R_1CBp7pKpirPpQa8,b46,46,3,1093,spade,1,Not at all
323,R_1CBp7pKpirPpQa8,b46,46,4,1097,window,1,Not at all
324,R_1CBp7pKpirPpQa8,b48,48,1,1140,letter E,1,Not at all
325,R_1CBp7pKpirPpQa8,b50,50,1,1179,cartoon image,5,Completely
326,R_1CBp7pKpirPpQa8,b53,53,1,1259,wall sconce,1,Not at all
327,R_1CBp7pKpirPpQa8,b54,54,1,1260,Ant,1,Not at all
328,R_1CBp7pKpirPpQa8,b56,56,1,1311,power button,3,Moderately
329,R_1CBp7pKpirPpQa8,b57,57,1,1332,tape dispenser,1,Not at all
330,R_1Crn2jT0EGbFSMV,b2,2,1,13,stairs,1,Not at all
331,R_1Crn2jT0EGbFSMV,b6,6,1,87,batman mask,2,A little
332,R_1Crn2jT0EGbFSMV,b7,7,1,108,hourglass,1,Not at all
333,R_1Crn2jT0EGbFSMV,b8,8,1,123,bread,1,Not at all
334,R_1Crn2jT0EGbFSMV,b13,13,1,222,Mushroom,1,Not at all
335,R_1Crn2jT0EGbFSMV,b18,18,1,327,butterfly,1,Not at all
336,R_1Crn2jT0EGbFSMV,b21,21,1,426,cup,1,Not at all
337,R_1Crn2jT0EGbFSMV,b21,21,2,441,hot air balloon,1,Not at all
338,R_1Crn2jT0EGbFSMV,b22,22,1,474,rectangle,1,Not at all
339,R_1Crn2jT0EGbFSMV,b23,23,1,485,circle,1,Not at all
340,R_1Crn2jT0EGbFSMV,b23,23,2,501,weathervane,2,A little
341,R_1Crn2jT0EGbFSMV,b25,25,1,557,stick,1,Not at all
342,R_1Crn2jT0EGbFSMV,b27,27,1,583,candy bar,1,Not at all
343,R_1Crn2jT0EGbFSMV,b28,28,1,614,insect head,1,Not at all
344,R_1Crn2jT0EGbFSMV,b32,32,1,702,chandelier,1,Not at all
345,R_1Crn2jT0EGbFSMV,b32,32,2,709,Hammer,1,Not at all
346,R_1Crn2jT0EGbFSMV,b33,33,1,750,Stake,1,Not at all
347,R_1Crn2jT0EGbFSMV,b35,35,1,778,bicycle,1,Not at all
348,R_1Crn2jT0EGbFSMV,b37,37,1,829,butterfly,1,Not at all
349,R_1Crn2jT0EGbFSMV,b37,37,2,835,dragonfly,1,Not at all
350,R_1Crn2jT0EGbFSMV,b39,39,1,874,butterfly,1,Not at all
351,R_1Crn2jT0EGbFSMV,b43,43,1,976,cartoon bomb,1,Not at all
352,R_1Crn2jT0EGbFSMV,b43,43,2,988,pendulum,1,Not at all
353,R_1Crn2jT0EGbFSMV,b46,46,1,1085,mushroom,2,A little
354,R_1Crn2jT0EGbFSMV,b50,50,1,1196,wine glass,1,Not at all
